model_name,parameter_count,steps_completed,best_step,best_held_interior_mean_correlation,final_train_correlation,final_held_interior_correlation,final_held_high_correlation,final_train_mse,final_held_interior_mse,final_held_high_mse,elapsed_seconds
attn_4L,65729,300000,250000,0.6866736155168223,0.7291533257348896,0.6800721586577486,0.2083829912119276,0.5703891515731812,0.6264902949333191,1.0812076330184937,5822.4529999999795
attn_5L,82113,300000,230000,0.9824801407024092,0.9802282506130535,0.9798891282640665,0.8109262963278452,0.22232577204704285,0.2225930243730545,0.47028666734695435,6421.984999999986
attn_6L,98497,300000,210000,0.9510772676636915,0.9446690526935191,0.9409678170177637,0.5204353660449894,0.2776883840560913,0.28305181860923767,0.8373305797576904,7374.031000000075
attn_7L,114881,300000,290000,0.9975853718909894,0.997883046512848,0.9969308662585626,0.9870659434197471,0.19340099394321442,0.19508738815784454,0.21015861630439758,8400.70299999998
mlp_4L,198081,300000,300000,0.9804819391535183,0.9849079474277938,0.9804819391535183,0.9034821531795428,0.21455733478069305,0.22117964923381805,0.3396276831626892,7053.125
